amount,hour,tx_1h,is_international,is_night,Class
80.45,3,0,0,1,0
50.51,23,5,1,1,1
14.12,5,1,0,1,0
200.47,6,0,0,0,0
17.11,15,1,0,0,0
37.08,6,1,0,0,0
34.26,17,1,0,0,0
205.12,19,2,0,0,0
111.69,21,2,0,0,0
159.3,18,2,0,0,0
28.83,8,2,0,0,0
98.05,19,2,0,0,0
84.8,9,7,0,0,0
178.87,12,2,1,0,0
236.54,17,1,0,0,0
1.22,15,1,0,0,0
112.09,21,3,1,0,0
5.32,16,0,0,0,0
79.6,21,3,0,0,0
33.92,12,2,0,0,0
36.64,11,1,1,0,0
43.53,9,2,0,0,0
97.1,0,3,0,1,0
40.65,7,1,1,0,0
131.94,20,1,0,0,0
51.84,21,3,0,0,0
7.08,17,1,0,0,0
153.14,1,1,0,1,0
33.65,15,2,0,0,0
56.7,11,3,0,0,0
115.66,8,6,0,0,0
40.42,2,0,0,1,0
5.82,21,2,0,0,0
46.83,20,1,0,0,0
289.04,3,3,0,1,1
102.65,1,1,1,1,0
111.32,7,3,0,0,0
100.04,9,4,0,0,0
22.19,15,1,0,0,0
54.19,22,8,0,0,0
139.01,10,1,0,0,0
10.69,17,1,0,0,0
32.55,21,0,0,0,0
32.34,13,2,0,0,0
56.57,7,3,0,0,0
393.06,22,4,1,0,0
6.99,14,2,0,0,0
73.13,16,2,0,0,0
19.77,20,2,0,0,0
352.94,17,4,0,0,0
12.03,5,2,0,1,0
51.68,22,2,0,0,0
133.9,13,2,0,0,0
121.93,22,2,0,0,0
54.94,2,1,0,1,0
42.54,6,3,0,0,0
50.69,14,1,0,0,0
30.69,20,3,0,0,0
22.98,23,5,0,1,0
65.98,15,2,0,0,0
31.27,15,3,0,0,0
33.89,7,1,0,0,0
106.93,6,2,0,0,0
345.9,5,1,0,1,0
92.54,1,1,0,1,0
8.01,21,0,1,0,0
7.86,12,1,0,0,0
302.46,11,3,0,0,0
35.28,14,1,0,0,0
9.66,8,1,0,0,0
91.39,1,3,0,1,0
97.72,16,4,0,0,0
104.56,4,0,0,1,0
31.12,10,1,0,0,0
1.52,21,1,0,0,0
335.28,18,1,0,0,0
28.89,23,0,1,1,1
112.71,6,0,0,0,0
122.63,1,2,0,1,0
94.16,15,3,1,0,0
37.53,11,3,0,0,0
31.62,22,5,0,0,0
91.05,14,2,0,0,0
201.06,0,2,1,1,0
293.25,12,1,0,0,0
11.19,22,0,0,0,0
16.82,5,1,0,1,0
289.56,12,3,0,0,0
133.38,17,4,0,0,0
214.55,2,0,1,1,0
22.64,0,0,0,1,0
88.57,14,4,1,0,0
120.78,12,1,0,0,0
113.98,4,2,0,1,0
52.45,12,1,0,0,0
1.55,21,5,0,0,0
87.45,4,4,1,1,0
29.18,18,2,1,0,0
59.83,20,3,0,0,0
316.02,23,2,0,1,0
50.92,17,2,0,0,0
183.13,20,1,0,0,0
20.89,21,1,0,0,0
111.61,9,1,0,0,0
377.26,23,4,0,1,1
10.75,7,2,0,0,0
0.84,14,1,0,0,0
56.84,20,2,0,0,0
9.72,19,1,0,0,0
137.99,22,1,0,0,0
245.98,21,0,0,0,0
56.92,3,0,0,1,0
29.94,1,2,0,1,0
56.99,23,1,0,1,0
128.54,5,2,0,1,0
0.91,2,2,0,1,0
89.03,6,3,0,0,0
95.01,9,3,0,0,0
101.53,22,0,0,0,0
27.71,5,2,0,1,0
125.19,15,0,0,0,0
9.58,1,1,0,1,0
22.22,23,2,0,1,0
209.94,16,1,0,0,0
134.22,12,2,0,0,0
1.38,0,0,0,1,0
28.55,5,1,0,1,0
24.13,4,3,0,1,0
31.58,12,2,0,0,0
28.44,22,3,0,0,0
6.46,17,2,0,0,0
61.42,11,1,0,0,0
131.95,6,2,0,0,0
93.33,14,1,0,0,0
111.74,2,2,0,1,0
8.46,15,1,0,0,0
302.6,0,3,1,1,1
182.32,15,2,1,0,0
163.52,23,3,0,1,0
173.15,11,3,0,0,0
269.88,18,3,0,0,0
78.58,7,2,0,0,0
22.35,22,2,0,0,0
95.92,11,2,0,0,0
135.82,14,1,0,0,0
133.91,1,2,0,1,0
73.7,16,1,0,0,0
7.09,6,2,0,0,0
46.38,12,1,0,0,0
253.54,0,3,0,1,0
87.81,5,1,0,1,0
77.29,12,3,0,0,0
31.31,10,4,1,0,0
45.96,9,2,0,0,0
225.71,15,3,0,0,0
109.8,23,3,0,1,0
154.83,22,3,0,0,0
60.58,19,0,1,0,0
99.49,16,1,0,0,0
28.55,16,0,0,0,0
122.23,3,0,0,1,0
55.79,4,5,0,1,0
58.44,22,2,0,0,0
104.79,13,5,0,0,0
275.33,19,0,0,0,0
6.61,9,1,0,0,0
174.15,13,3,0,0,0
34.59,0,0,0,1,0
58.68,10,2,0,0,0
2.22,22,3,0,0,0
35.82,17,3,1,0,0
69.84,15,3,0,0,0
5.78,17,3,0,0,0
67.55,7,0,0,0,0
261.88,9,1,0,0,0
11.14,9,1,0,0,0
144.58,4,0,1,1,0
52.71,9,2,0,0,0
106.47,17,3,0,0,0
30.14,20,1,0,0,0
17.37,23,2,0,1,0
17.49,5,0,0,1,0
7.31,2,3,0,1,0
20.54,7,2,0,0,0
109.13,8,1,0,0,0
213.45,4,3,0,1,0
168.27,1,0,0,1,0
115.56,1,2,0,1,0
11.7,6,1,0,0,0
34.13,16,1,0,0,0
37.08,9,1,0,0,0
28.76,11,3,0,0,0
72.36,1,0,0,1,0
76.69,9,2,0,0,0
44.14,19,1,0,0,0
43.66,0,2,0,1,0
176.35,3,1,0,1,0
155.73,12,1,0,0,0
36.79,11,2,0,0,0
245.1,10,1,0,0,0
305.37,9,4,0,0,0
39.56,14,2,0,0,0
43.76,4,3,0,1,0
70.45,16,0,0,0,0
283.23,4,1,0,1,0
209.01,1,0,0,1,0
10.82,8,5,1,0,0
49.88,5,2,0,1,0
80.6,17,2,1,0,0
69.94,13,1,0,0,0
21.55,18,2,1,0,0
195.77,13,2,0,0,0
112.99,7,1,0,0,0
181.96,16,3,0,0,0
195.73,2,1,0,1,0
137.97,9,3,1,0,0
57.84,16,1,0,0,0
94.3,10,2,0,0,0
17.48,7,0,0,0,0
111.98,0,2,0,1,0
19.75,12,4,0,0,0
118.4,20,0,0,0,0
26.08,3,1,0,1,0
12.51,6,2,0,0,0
18.07,13,0,1,0,0
0.2,4,0,0,1,0
126.85,23,1,0,1,0
131.83,10,4,0,0,0
72.35,16,2,0,0,0
17.6,4,2,0,1,0
8.73,19,1,0,0,0
1.93,2,1,0,1,0
18.12,4,4,0,1,0
221.51,14,3,0,0,0
27.65,18,4,1,0,0
43.74,15,1,0,0,0
11.13,7,2,0,0,0
25.15,12,0,0,0,0
73.24,15,2,0,0,0
93.59,2,1,1,1,0
28.15,0,2,0,1,0
5.95,8,0,1,0,0
49.6,8,2,1,0,0
26.68,21,2,0,0,0
24.79,16,1,0,0,0
321.55,23,1,0,1,0
95.79,1,3,0,1,0
81.39,8,0,0,0,0
53.75,23,2,1,1,1
56.03,18,1,0,0,0
77.85,12,2,0,0,0
119.21,4,1,0,1,0
121.12,8,2,0,0,0
18.84,12,1,0,0,0
69.34,0,0,0,1,0
53.1,14,5,0,0,0
204.43,3,1,0,1,0
99.81,3,2,0,1,0
76.04,19,2,0,0,0
12.26,9,1,0,0,0
93.05,5,1,0,1,0
12.47,23,1,1,1,0
41.13,11,2,0,0,0
15.41,19,1,0,0,0
117.79,15,4,0,0,0
23.1,2,1,0,1,0
49.73,13,2,0,0,0
226.02,0,1,0,1,0
22.86,9,0,0,0,0
70.89,14,2,0,0,0
54.35,6,1,0,0,0
1.83,3,2,0,1,0
157.39,13,2,0,0,0
7.15,23,2,1,1,1
64.29,15,1,1,0,0
82.25,13,2,0,0,0
99.0,2,3,0,1,0
116.68,16,0,0,0,0
29.21,20,2,0,0,0
1.0,13,2,0,0,0
128.53,17,1,0,0,0
76.71,2,1,0,1,0
180.86,21,1,0,0,0
172.25,18,2,0,0,0
185.36,2,2,0,1,0
66.38,11,0,0,0,0
40.59,21,0,0,0,0
156.81,4,2,0,1,0
60.02,9,4,0,0,0
20.27,8,0,0,0,0
193.08,0,2,1,1,1
214.18,12,3,0,0,0
62.79,2,2,0,1,0
7.87,18,5,0,0,0
49.07,10,0,0,0,0
162.73,15,4,1,0,0
232.05,5,2,1,1,1
22.75,23,3,0,1,0
6.93,2,4,0,1,0
209.84,18,2,1,0,0
49.33,5,2,0,1,0
78.04,7,1,1,0,0
344.41,21,0,0,0,0
6.89,12,3,0,0,0
104.5,11,2,0,0,0
7.7,9,2,0,0,0
47.08,2,2,0,1,0
162.87,3,2,0,1,0
56.82,0,0,0,1,0
587.19,12,0,0,0,0
81.88,23,1,0,1,0
38.74,3,1,0,1,0
24.86,21,5,0,0,0
43.16,10,0,0,0,0
46.61,18,3,0,0,0
7.12,10,2,0,0,0
46.14,11,2,0,0,0
62.41,10,0,0,0,0
128.28,5,2,0,1,0
106.92,11,2,0,0,0
123.36,8,0,0,0,0
0.84,9,2,0,0,0
24.55,2,1,0,1,0
108.38,2,1,0,1,0
66.16,19,5,0,0,0
0.53,22,2,0,0,0
163.22,15,0,0,0,0
148.2,2,6,0,1,1
79.5,9,3,0,0,0
6.88,23,2,1,1,1
145.46,10,0,0,0,0
87.64,7,2,0,0,0
152.31,5,0,1,1,1
139.33,19,1,0,0,0
162.46,10,1,0,0,0
72.98,20,5,0,0,0
15.12,11,1,0,0,0
111.22,15,0,0,0,0
96.88,17,1,0,0,0
135.58,12,3,0,0,0
18.62,21,3,1,0,0
21.69,2,0,0,1,0
221.1,14,1,0,0,0
138.62,21,0,0,0,0
238.85,20,0,1,0,0
142.18,13,2,1,0,0
90.92,17,1,0,0,0
106.17,13,3,0,0,0
219.94,4,0,0,1,0
86.47,20,1,0,0,0
100.07,13,3,0,0,0
17.02,7,2,1,0,0
64.23,22,0,0,0,0
126.02,14,1,0,0,0
31.6,14,3,0,0,0
22.6,18,2,0,0,0
37.66,19,2,0,0,0
27.64,5,4,0,1,0
24.2,18,0,0,0,0
55.31,7,2,0,0,0
238.42,5,2,0,1,0
70.74,19,3,0,0,0
20.82,22,3,0,0,0
8.01,14,4,0,0,0
119.12,2,2,0,1,0
48.26,9,0,0,0,0
172.5,14,2,0,0,0
107.74,23,0,0,1,0
159.08,15,1,0,0,0
31.74,16,4,0,0,0
117.88,18,2,0,0,0
30.66,10,0,0,0,0
279.8,15,2,0,0,0
101.16,4,3,0,1,0
39.23,4,2,0,1,0
31.4,13,1,0,0,0
21.19,17,3,0,0,0
118.63,7,2,1,0,0
24.68,4,3,0,1,0
90.46,6,1,0,0,0
30.74,15,0,0,0,0
108.46,22,2,0,0,0
168.71,13,1,0,0,0
150.52,4,0,0,1,0
143.07,23,0,0,1,0
20.79,8,3,0,0,0
9.25,3,2,0,1,0
120.05,3,4,0,1,0
45.94,15,2,0,0,0
56.62,23,2,0,1,0
3.16,16,0,0,0,0
30.05,14,2,0,0,0
3.43,3,2,0,1,0
211.35,5,0,1,1,0
27.89,15,3,0,0,0
81.49,3,1,0,1,0
3.98,5,1,0,1,0
109.92,4,1,0,1,0
39.01,15,2,0,0,0
228.2,15,1,0,0,0
219.03,9,3,0,0,0
39.35,8,2,0,0,0
231.22,3,0,1,1,0
556.17,13,1,0,0,0
174.53,3,2,0,1,0
186.35,11,2,0,0,0
28.64,23,0,0,1,0
85.97,9,0,0,0,0
6.96,3,3,0,1,0
9.97,17,1,0,0,0
680.58,12,2,0,0,0
39.55,12,2,0,0,0
137.91,13,0,0,0,0
164.33,17,1,0,0,0
195.21,0,2,0,1,0
604.41,20,0,0,0,0
27.64,15,1,0,0,0
4.12,14,3,0,0,0
52.97,21,5,0,0,0
13.94,4,6,0,1,0
2.27,5,4,0,1,0
44.7,5,0,0,1,0
153.13,2,1,0,1,0
83.51,15,1,0,0,0
37.51,11,0,0,0,0
106.23,3,2,0,1,0
26.4,0,0,0,1,0
1.45,3,3,0,1,0
144.54,0,1,0,1,0
97.75,20,2,0,0,0
143.68,7,1,0,0,0
3.97,23,3,0,1,0
181.47,4,2,0,1,0
96.63,1,2,0,1,0
82.87,11,1,1,0,0
97.98,21,1,0,0,0
199.83,16,0,0,0,0
88.42,6,4,0,0,0
86.98,10,1,0,0,0
467.55,3,6,0,1,1
141.36,4,1,0,1,0
58.39,5,1,0,1,0
122.89,10,2,0,0,0
49.3,0,1,0,1,0
25.99,9,2,0,0,0
90.85,19,1,0,0,0
263.36,23,4,0,1,0
264.7,20,0,0,0,0
41.84,10,2,0,0,0
75.01,23,3,0,1,0
23.78,16,1,0,0,0
543.32,7,2,0,0,0
396.95,12,2,0,0,0
104.84,19,0,0,0,0
163.18,17,4,0,0,0
125.56,21,1,0,0,0
89.93,15,1,0,0,0
5.48,1,1,0,1,0
60.65,4,2,0,1,0
112.33,17,2,0,0,0
113.18,2,1,0,1,0
46.7,21,0,0,0,0
284.2,16,1,1,0,0
18.32,15,0,0,0,0
69.39,5,0,0,1,0
117.4,18,1,0,0,0
119.45,6,1,0,0,0
104.59,17,5,0,0,0
32.2,13,1,1,0,0
16.98,5,2,1,1,0
101.04,7,4,0,0,0
91.45,14,1,0,0,0
19.77,14,3,1,0,0
122.13,14,2,0,0,0
60.73,15,1,0,0,0
110.19,0,1,0,1,0
181.63,10,2,0,0,0
18.6,4,1,0,1,0
1.93,4,2,0,1,0
151.01,20,0,0,0,0
94.08,5,2,0,1,0
120.28,1,2,0,1,0
182.11,5,1,0,1,0
162.36,13,1,0,0,0
324.21,10,2,0,0,0
76.77,3,2,0,1,0
67.04,23,3,0,1,0
51.4,8,0,1,0,0
16.69,23,0,0,1,0
85.01,2,1,0,1,0
32.44,15,3,0,0,0
254.22,10,2,0,0,0
87.51,3,1,0,1,0
89.85,0,4,0,1,0
43.84,20,1,0,0,0
5.34,21,1,0,0,0
3.23,15,1,0,0,0
55.05,18,3,0,0,0
8.84,15,2,0,0,0
93.36,10,4,0,0,0
212.84,7,4,0,0,0
214.49,22,1,0,0,0
107.6,0,4,0,1,0
23.73,20,0,0,0,0
198.78,8,1,0,0,0
217.24,11,0,0,0,0
21.9,21,1,0,0,0
133.72,7,0,0,0,0
33.76,16,1,0,0,0
162.27,9,2,0,0,0
589.18,6,0,0,0,0
3.05,18,6,0,0,0
227.66,5,4,1,1,0
97.45,20,4,0,0,0
362.62,23,2,0,1,0
62.55,23,2,0,1,0
187.99,18,1,0,0,0
6.44,17,2,0,0,0
40.84,14,1,0,0,0
6.94,1,3,0,1,0
370.27,13,2,0,0,0
169.81,20,2,0,0,0
191.42,9,4,0,0,0
278.01,15,3,0,0,0
8.89,6,1,0,0,0
48.71,7,1,0,0,0
7.37,9,4,0,0,0
23.67,14,5,0,0,0
26.05,7,2,0,0,0
63.32,12,1,0,0,0
31.27,11,1,1,0,0
10.64,7,2,0,0,0
18.33,14,0,0,0,0
15.93,11,2,0,0,0
361.48,10,3,0,0,0
142.42,18,1,0,0,0
343.46,13,0,0,0,0
57.94,17,1,1,0,0
32.62,12,0,0,0,0
160.09,3,2,0,1,0
39.49,16,1,0,0,0
35.58,18,1,0,0,0
26.46,8,2,0,0,0
13.89,22,4,0,0,0
29.63,6,3,1,0,0
43.9,0,4,0,1,0
112.08,6,5,0,0,0
6.46,6,2,0,0,0
23.64,19,5,0,0,0
165.56,6,1,0,0,0
15.89,7,1,0,0,0
41.95,15,2,0,0,0
200.0,2,1,0,1,0
16.83,12,0,0,0,0
8.64,9,2,0,0,0
66.27,17,2,0,0,0
36.01,6,3,0,0,0
82.88,20,4,0,0,0
162.86,20,5,0,0,0
14.75,4,1,0,1,0
86.92,22,2,0,0,0
70.42,23,3,0,1,0
15.56,21,3,0,0,0
97.82,6,3,0,0,0
31.97,21,3,0,0,0
66.91,16,2,0,0,0
8.59,3,0,0,1,0
61.54,23,2,0,1,0
36.6,22,0,1,0,0
172.81,15,2,0,0,0
5.87,18,1,0,0,0
54.23,9,2,0,0,0
61.33,2,0,0,1,0
129.1,2,2,0,1,0
85.4,16,3,0,0,0
110.03,9,4,0,0,0
150.08,16,1,0,0,0
198.2,21,1,0,0,0
37.67,16,1,0,0,0
77.22,20,2,1,0,0
183.33,3,0,0,1,0
455.17,20,2,0,0,0
220.29,22,3,0,0,0
46.44,5,2,1,1,1
21.71,11,2,0,0,0
67.22,21,2,0,0,0
135.34,19,4,0,0,0
67.84,16,3,0,0,0
66.01,16,3,0,0,0
182.16,9,0,0,0,0
44.85,6,1,0,0,0
196.46,15,2,1,0,0
52.22,12,1,0,0,0
39.78,2,1,0,1,0
60.51,1,1,0,1,0
143.74,15,1,0,0,0
13.47,5,3,0,1,0
21.87,5,2,0,1,0
302.51,12,1,0,0,0
19.3,6,0,0,0,0
83.87,4,1,0,1,0
86.59,23,1,0,1,0
67.26,6,2,0,0,0
103.49,1,2,0,1,0
26.11,16,1,0,0,0
80.44,12,1,0,0,0
46.55,20,2,0,0,0
108.37,20,2,0,0,0
15.22,15,3,0,0,0
84.6,19,3,0,0,0
20.49,1,3,0,1,0
32.66,4,1,0,1,0
24.68,17,2,0,0,0
20.19,6,2,0,0,0
174.7,10,0,0,0,0
33.65,10,3,0,0,0
261.9,21,0,0,0,0
350.41,16,2,0,0,0
84.69,15,3,1,0,0
15.43,12,1,0,0,0
46.93,21,2,0,0,0
159.82,4,2,0,1,0
45.79,19,1,0,0,0
9.1,15,3,0,0,0
81.37,21,2,0,0,0
186.51,21,2,0,0,0
158.93,15,1,0,0,0
19.25,15,3,0,0,0
111.71,13,2,0,0,0
24.91,5,1,0,1,0
24.62,1,2,0,1,0
207.2,13,3,0,0,0
28.72,15,2,0,0,0
30.55,22,1,0,0,0
0.07,19,3,0,0,0
204.54,12,2,0,0,0
157.31,14,3,0,0,0
98.71,11,0,0,0,0
138.74,8,3,0,0,0
16.49,17,2,1,0,0
61.31,20,3,0,0,0
43.27,13,0,0,0,0
9.85,19,3,0,0,0
66.58,3,1,0,1,0
253.5,7,2,0,0,0
4.09,7,2,0,0,0
34.46,21,2,0,0,0
23.26,21,0,0,0,0
27.2,15,3,0,0,0
239.07,23,1,0,1,0
63.12,9,3,0,0,0
62.79,20,1,0,0,0
142.95,16,2,0,0,0
16.78,0,4,0,1,0
66.8,17,2,0,0,0
56.21,9,0,0,0,0
90.86,20,1,0,0,0
772.35,3,1,1,1,1
146.73,0,2,0,1,0
50.73,3,1,0,1,0
175.77,3,2,1,1,0
18.72,3,3,0,1,0
3.09,16,5,0,0,0
22.87,8,2,0,0,0
41.61,18,2,0,0,0
71.45,12,1,0,0,0
95.48,3,0,0,1,0
241.47,4,2,0,1,0
71.31,12,1,0,0,0
69.57,22,2,0,0,0
5.15,15,3,0,0,0
3.55,21,2,0,0,0
80.11,4,1,0,1,0
57.66,7,3,0,0,0
182.75,15,2,0,0,0
17.52,0,1,1,1,1
2.53,22,5,0,0,0
59.61,5,3,1,1,0
27.11,10,2,0,0,0
5.09,15,1,0,0,0
128.95,4,3,0,1,0
11.83,15,1,0,0,0
93.73,6,2,0,0,0
33.0,18,1,0,0,0
19.06,0,2,0,1,0
47.76,8,0,0,0,0
161.67,17,2,0,0,0
49.77,12,0,0,0,0
138.94,14,3,0,0,0
13.41,2,2,1,1,1
148.18,23,0,0,1,0
27.04,9,3,0,0,0
113.13,8,1,0,0,0
83.42,12,3,0,0,0
264.71,15,0,0,0,0
48.99,2,1,0,1,0
6.85,21,0,0,0,0
1.93,22,1,0,0,0
175.36,14,2,0,0,0
74.39,16,4,0,0,0
149.27,13,1,0,0,0
26.71,6,2,0,0,0
42.32,19,4,0,0,0
3.06,15,2,0,0,0
325.69,20,2,0,0,0
110.22,7,2,0,0,0
270.61,3,4,0,1,0
30.86,19,3,0,0,0
94.54,23,0,0,1,0
113.48,14,3,0,0,0
38.21,4,4,0,1,0
188.46,12,3,0,0,0
294.05,5,1,0,1,1
216.16,4,1,0,1,0
134.35,16,3,1,0,0
32.5,6,3,0,0,0
33.08,5,2,0,1,0
330.66,1,3,0,1,1
1.03,10,3,0,0,0
125.9,6,1,0,0,0
122.5,21,2,0,0,0
97.47,20,1,0,0,0
461.61,7,2,0,0,0
37.38,4,0,0,1,0
41.55,17,2,0,0,0
8.22,21,0,0,0,0
58.48,15,1,0,0,0
30.25,13,2,0,0,0
42.07,11,3,0,0,0
179.92,16,2,0,0,0
274.08,4,1,0,1,0
20.55,13,3,0,0,0
46.6,5,1,0,1,0
263.99,14,1,0,0,0
6.38,6,2,0,0,0
9.69,13,3,0,0,0
17.77,17,2,0,0,0
90.44,0,4,0,1,0
16.31,5,2,0,1,0
344.44,2,0,0,1,1
59.19,4,3,0,1,0
69.62,11,4,0,0,0
28.32,10,4,0,0,0
63.67,12,4,0,0,0
108.45,15,0,0,0,0
139.1,17,1,0,0,0
140.19,16,1,0,0,0
86.25,16,1,1,0,0
234.72,10,0,0,0,0
170.05,19,1,1,0,0
141.49,9,1,1,0,0
5.72,15,2,0,0,0
0.69,1,0,0,1,0
23.88,16,3,0,0,0
108.92,21,2,0,0,0
52.97,19,0,0,0,0
51.48,9,1,1,0,0
215.92,12,3,0,0,0
225.92,11,1,1,0,0
239.88,14,1,0,0,0
37.67,6,1,0,0,0
117.46,21,2,0,0,0
31.7,20,0,0,0,0
21.15,12,1,1,0,0
20.41,11,1,0,0,0
41.87,11,4,0,0,0
56.2,1,1,0,1,0
177.76,4,2,0,1,0
12.77,1,4,0,1,0
132.77,22,3,0,0,0
75.81,19,1,0,0,0
33.96,12,2,0,0,0
67.89,2,0,0,1,0
35.66,10,1,0,0,0
90.65,15,1,0,0,0
56.89,0,1,0,1,0
17.96,18,3,0,0,0
12.4,10,2,0,0,0
79.12,8,3,0,0,0
232.7,13,3,0,0,0
42.15,8,3,1,0,0
132.05,6,1,0,0,0
107.49,15,1,0,0,0
268.17,2,1,0,1,0
172.03,18,2,1,0,0
83.61,3,2,0,1,0
107.01,6,2,0,0,0
228.66,22,2,1,0,0
51.0,11,1,1,0,0
39.57,17,3,0,0,0
1.09,4,2,0,1,0
175.19,22,4,0,0,0
161.44,22,1,0,0,0
11.03,21,3,0,0,0
86.0,9,1,0,0,0
62.36,11,1,0,0,0
12.64,7,3,0,0,0
394.08,18,2,0,0,0
24.17,14,3,0,0,0
6.96,0,5,0,1,1
90.35,2,1,0,1,0
134.27,17,4,0,0,0
3.3,17,4,0,0,0
107.5,1,2,0,1,0
75.99,4,2,0,1,0
10.9,0,3,0,1,0
18.94,9,2,1,0,0
83.93,19,1,0,0,0
35.15,9,0,0,0,0
278.57,4,1,0,1,0
170.78,17,2,0,0,0
410.85,20,2,0,0,0
30.07,14,2,1,0,0
349.74,19,2,0,0,0
56.43,7,1,0,0,0
42.7,16,0,0,0,0
5.17,11,2,0,0,0
5.42,20,0,0,0,0
117.77,11,0,0,0,0
61.24,0,3,1,1,0
25.69,3,1,0,1,0
95.18,7,2,0,0,0
29.15,0,2,1,1,0
86.19,14,0,0,0,0
44.51,17,2,0,0,0
173.47,0,2,1,1,1
171.87,10,0,0,0,0
64.88,22,1,0,0,0
43.2,1,0,0,1,0
45.03,0,2,0,1,0
163.84,11,2,0,0,0
39.78,15,0,0,0,0
23.45,21,2,1,0,0
8.85,21,3,0,0,0
62.87,9,0,0,0,0
65.8,17,1,0,0,0
183.83,14,2,0,0,0
25.01,16,2,0,0,0
47.96,9,1,0,0,0
165.24,2,3,1,1,1
173.51,20,1,0,0,0
48.55,15,1,1,0,0
61.46,5,4,0,1,0
36.14,2,2,1,1,0
269.64,8,2,0,0,0
12.63,10,2,0,0,0
271.43,20,0,0,0,0
115.16,12,0,0,0,0
75.84,17,0,0,0,0
3.32,21,1,0,0,0
64.55,23,3,0,1,0
52.38,21,1,1,0,0
17.58,3,2,0,1,0
106.83,21,4,0,0,0
354.57,23,2,0,1,1
82.6,7,0,1,0,0
125.44,12,1,0,0,0
7.09,9,4,0,0,0
54.07,1,4,0,1,0
12.37,7,1,0,0,0
94.88,5,2,0,1,0
278.84,15,2,0,0,0
108.41,17,3,0,0,0
7.99,16,1,0,0,0
43.8,5,1,0,1,0
80.0,12,1,0,0,0
51.62,22,2,0,0,0
179.36,13,2,0,0,0
168.56,20,1,0,0,0
94.63,9,0,0,0,0
46.75,23,0,0,1,0
29.48,10,1,0,0,0
11.19,12,2,0,0,0
43.83,11,2,0,0,0
53.3,8,1,0,0,0
112.65,3,1,0,1,0
107.34,6,6,0,0,0
7.27,23,1,0,1,0
50.3,21,1,0,0,0
20.06,1,5,0,1,1
17.06,6,3,0,0,0
175.62,8,2,0,0,0
4.28,4,1,0,1,0
54.33,14,1,0,0,0
18.42,17,1,0,0,0
211.47,3,2,1,1,0
81.43,18,2,0,0,0
26.32,19,3,0,0,0
69.8,6,1,0,0,0
131.49,7,2,1,0,0
317.29,16,2,0,0,0
24.9,12,1,0,0,0
217.32,23,2,0,1,0
272.27,20,1,0,0,0
248.2,22,1,0,0,0
100.9,10,3,0,0,0
99.38,0,3,0,1,0
51.62,1,4,0,1,0
139.59,16,4,0,0,0
75.78,4,2,0,1,0
113.15,5,0,1,1,0
55.94,23,5,0,1,0
131.49,6,2,0,0,0
174.0,20,3,0,0,0
15.83,14,0,0,0,0
178.93,18,4,0,0,0
77.72,15,3,0,0,0
186.22,12,1,0,0,0
56.44,4,5,0,1,0
47.65,2,2,0,1,0
246.58,2,1,0,1,0
28.92,18,1,0,0,0
185.93,13,0,0,0,0
66.17,15,3,0,0,0
72.17,21,3,0,0,0
36.88,16,2,0,0,0
85.11,3,1,0,1,0
39.34,12,1,0,0,0
4.01,7,1,0,0,0
31.75,18,1,0,0,0
0.64,4,0,1,1,0
383.3,1,1,0,1,1
337.4,14,3,0,0,0
50.28,1,2,0,1,0
130.33,10,3,0,0,0
42.44,12,0,0,0,0
111.2,22,1,0,0,0
163.7,9,1,0,0,0
293.29,2,1,0,1,1
51.12,4,0,0,1,0
152.92,2,1,0,1,0
30.91,5,2,0,1,0
463.9,12,2,0,0,0
2.61,9,2,0,0,0
92.52,18,1,1,0,0
107.74,7,2,0,0,0
116.49,17,6,0,0,0
12.83,2,1,1,1,0
278.92,23,1,0,1,0
19.99,23,1,0,1,0
97.49,16,1,0,0,0
25.19,7,1,0,0,0
36.7,9,3,1,0,0
79.07,1,2,0,1,0
53.99,11,3,0,0,0
17.46,22,2,0,0,0
18.75,5,2,0,1,0
54.15,1,1,0,1,0
141.59,20,3,0,0,0
228.24,22,5,1,0,0
8.79,23,0,0,1,0
49.94,2,3,0,1,0
10.56,16,1,0,0,0
1.67,6,0,0,0,0
108.39,20,2,0,0,0
92.24,4,3,0,1,0
17.8,22,0,0,0,0
26.63,0,2,0,1,0
2.4,7,2,0,0,0
180.15,11,1,0,0,0
367.66,13,2,0,0,0
14.56,15,0,0,0,0
26.33,9,2,0,0,0
202.81,14,1,0,0,0
261.0,20,2,0,0,0
54.41,23,0,0,1,0
5.19,14,4,0,0,0
4.02,9,3,0,0,0
85.32,20,5,0,0,0
49.91,6,0,0,0,0
2.91,2,1,0,1,0
87.53,1,4,0,1,0
1.14,5,1,0,1,0
154.82,20,2,0,0,0
36.59,8,3,0,0,0
4.11,9,4,0,0,0
88.76,3,1,0,1,0
50.7,2,3,0,1,0
364.2,8,0,0,0,0
78.57,23,2,0,1,0
32.19,21,3,0,0,0
123.59,16,3,0,0,0
31.68,13,2,0,0,0
234.59,9,2,1,0,0
46.96,12,1,0,0,0
79.82,11,2,0,0,0
5.19,0,3,0,1,0
55.53,21,0,0,0,0
178.6,18,4,0,0,0
163.81,18,1,0,0,0
25.4,5,1,0,1,0
25.63,12,1,0,0,0
169.99,18,2,0,0,0
266.5,12,3,0,0,0
10.02,21,2,0,0,0
59.79,20,2,0,0,0
41.17,3,2,0,1,0
204.55,23,2,0,1,0
